task_key,env_id,bucket,risk_score,session_count,review_priority,constant_type,constant,prompt_mentions_constant,likely_source_app,occurrence_count,verifier_line_numbers,verifier_context,derivability_question,prompt_preview
task_t57vgrlqz6jm_n_1781707053974_na8pxma20__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.55,2,high,date,Oct 15,False,medora,5,117|133|152|181|613,"# Find the rescheduled appointment event (Oct 15 at 2:00 PM) rescheduled_event = None || if rescheduled_event: success_accumulator.append(""[C] Found rescheduled appointment calendar event on Oct 15 at 2:00 PM"") || if ""2025-10-15"" in end_time: success_accumulator.append(""[C] Rescheduled event ends on Oct 15"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I really need to see my dermatologist. The mole is looking worse and I can't wait until my next appointment. Open Latch and send my dermatologist's office an email titled ""Mole is looking..."
task_trdudiabd5z_n_1781192236960_th7ebsqo0__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,6.45,3,high,date,2026-12-01,False,meridian,5,596|597|599,"end_date = (rt.get(""end_date"") or """")[:10] if end_date == ""2026-12-01"": success_accumulator.append(""[C] Recurring transaction end date is 2026-12-01"") || if end_date == ""2026-12-01"": success_accumulator.append(""[C] Recurring transaction end date is 2026-12-01"") else: || else: error_accumulator.append(f""[X] Recurring transaction end date should be 2026-12-01, got: {end_date}"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",I would like to set up a cash buffer account in Bank of Harbor that is paid every month from Ledger. Please open a new checking account to be funded by my existing checking account named ...
task_tyvkozyuhrbd_n_1781588423223_ywidg30t8__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.35,4,high,date,Oct 14,False,medora,5,72|74|78|87|95,"# Verify this is the latest available slot on Oct 14 for this provider. # The task says ""latest time possible"", so we must confirm the booked slot || # The task says ""latest time possible"", so we must confirm the booked slot # has the latest start_time among all available Oct 14 slots for that provider location. provider_profile_id = new_appt[""provider_profile_id""] || # Check seed slots for the same provider location on Oct 14 all_slots_on_date = seed.table(""time_slot"").eq(""provider_location_id"", provider_location_id).eq(""status"", ""available"").all()","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","Check my upcoming tests and procedures on Lifeline only. If my doctor put any orders in, send him a message with the subject line ""Upcoming tests/procedures"". In the body, I want it to sa..."
task_wtcrzd710aws_n_1781550385555_qqm7tsylx__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.2,3,high,date,2025-10-14,False,medora,5,236|238|241,"# Verify scheduled_at is on 2025-10-14 or 2025-10-15 scheduled_at = follow_up_appt.get(""scheduled_at"", """") || scheduled_at = follow_up_appt.get(""scheduled_at"", """") if ""2025-10-14"" in scheduled_at or ""2025-10-15"" in scheduled_at: success_accumulator.append(f""[C] Appointment scheduled_at is within the valid date range: {schedul... || else: error_accumulator.append(f""[X] Appointment scheduled_at should be between 2025-10-14 and 2025-10-15, got {scheduled_at}"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I want to proactively follow up on potentially worsening cholesterol results and ensure that all related appointment, insurance, and communication records are updated consistently. In Lif..."
task_wtcrzd710aws_n_1781550385555_qqm7tsylx__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.2,3,high,date,2025-10-15,False,medora,5,236|238|241,"# Verify scheduled_at is on 2025-10-14 or 2025-10-15 scheduled_at = follow_up_appt.get(""scheduled_at"", """") || scheduled_at = follow_up_appt.get(""scheduled_at"", """") if ""2025-10-14"" in scheduled_at or ""2025-10-15"" in scheduled_at: success_accumulator.append(f""[C] Appointment scheduled_at is within the valid date range: {schedul... || else: error_accumulator.append(f""[X] Appointment scheduled_at should be between 2025-10-14 and 2025-10-15, got {scheduled_at}"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I want to proactively follow up on potentially worsening cholesterol results and ensure that all related appointment, insurance, and communication records are updated consistently. In Lif..."
task_am8jksmtljw2_n_1781715376866_g0zws1lbn__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,4.2,2,high,date,Oct 15,False,medora,4,205|574|581,"appt_id = matching_appt[""id""] success_accumulator.append(f""[C] Found appointment {appt_id} for Lena on Oct 15 at 9am"") || if ""2025-10-15"" in start_dt and ""T09:00"" in start_dt: success_accumulator.append(""[C] Event starts on Oct 15 at 9:00 AM"") else: || if ""2025-10-15"" in end_dt and ""T10:00"" in end_dt: success_accumulator.append(""[C] Event ends on Oct 15 at 10:00 AM"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","In Lifeline, I need you to schedule an appointment with the first available family medicine doctor for a 9 am visit on the 15th for my daughter, Lena. The reason should be “Onset of acute..."
task_bzb4sbrxbnqx_n_1781577196132_cuqu5u37i__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.05,2,high,date,Oct 24,False,medora,4,44|53|65|670,"# ===================================================================== # 2. Verify dermatology appointment (Oct 24) with Brooklyn dermatologist # ===================================================================== || # Identify the dermatology appointment (Oct 24) and orthodontist appointment (Dec 23) derm_appt = None || if derm_appt is None: error_accumulator.append(""[X] No appointment found for Oct 24 (dermatology)"") else:","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",I haven't been satisfied with my dermatologist. Go into Medora and remove my current dermatologist. I've heard great things about a dermatologist from Brooklyn. I need an appointment on O...
task_dejhv14j62i_n_1781608181751_lzue2ftpg__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,6.95,3,high,date,2025-10-20,False,harbor,4,242|245,"due = task.get(""dueDateTime"", """") or """" if ""2025-10-20"" in due: success_accumulator.append(""[C] Task due date is October 20, 2025"") || else: error_accumulator.append(f""[X] Task due date should be 2025-10-20, got: {due}"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","Formatting note, write every dollar amount as $0.00, like $1,234.56. Open Ledger and go to my customers. As long as Elevate Embedded is paid up on what they owe, I want to invoice them fo..."
task_dejhv14j62i_n_1781608181751_lzue2ftpg__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,6.95,3,high,date,2025-10-31,False,harbor,4,282|285,"start = event.get(""startDateTime"", """") or """" if ""2025-10-31"" in start: success_accumulator.append(""[C] Event starts on October 31, 2025"") || else: error_accumulator.append(f""[X] Event should start on 2025-10-31, got: {start}"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","Formatting note, write every dollar amount as $0.00, like $1,234.56. Open Ledger and go to my customers. As long as Elevate Embedded is paid up on what they owe, I want to invoice them fo..."
task_fddhhbo7zyi_n_1781272411183_86lwbhnwo__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,6.85,2,high,date,2025-09-02,False,meridian,4,432|435,"sept2_transactions = current.table(""transaction_record"").eq(""card_id"", gold_card_id).all() sept2_transactions = [t for t in sept2_transactions if t.get(""transaction_date"", """").startswith(""2025-09-02"")] || if len(sept2_transactions) == 0: error_accumulator.append(""[X] No transactions found on 2025-09-02 for the Gold Card"") print(f"">>> ERROR_ACCUMULATOR >>>\n{error_accumulator}\n<<< ERROR_ACCUMULATOR <<<"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I was traveling for work on September 2, 2025, and need reimbursement for all purchases made with my Meridian Gold Card on this date. Identify any purchases on this date and add the note ..."
task_gqec4bunnryd_n_1781595457337_iykvj0ppx__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,7.0,3,high,date,2025-10-20,False,harbor,4,67|70,"due_date = task.get(""dueDateTime"", """") if due_date and ""2025-10-20"" in due_date: success_accumulator.append(""[C] Task due date is October 20th, 2025"") || else: error_accumulator.append(f""[X] Task due date should be 2025-10-20, got: '{due_date}'"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","Formatting note, write any dollar amount as $0.00, like $1,234.56. First, open Bank of Harbor and look at my Everyday Checking. Check that this month's rent has already gone out, it is th..."
task_gqec4bunnryd_n_1781595457337_iykvj0ppx__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,7.0,3,high,date,2025-11-01,False,harbor,4,134|137,"start_dt = event.get(""startDateTime"", """") if ""2025-11-01"" in start_dt: success_accumulator.append(""[C] Event starts on November 1st, 2025"") || else: error_accumulator.append(f""[X] Event should start on 2025-11-01, got: '{start_dt}'"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","Formatting note, write any dollar amount as $0.00, like $1,234.56. First, open Bank of Harbor and look at my Everyday Checking. Check that this month's rent has already gone out, it is th..."
task_ih05dzesrzu_n_1781644552459_q0vpp6pu5__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,B_close_verify_derivability,4.35,3,high,date,2025-10-31,False,harbor,4,776|779,"start_dt = event.get(""startDateTime"", """") if ""2025-10-31"" in start_dt: success_accumulator.append(""[C] Event date is October 31, 2025"") || else: error_accumulator.append(f""[X] Event date not 2025-10-31, got: {start_dt}"")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?",I am sponsoring uniforms for the Leander Little League and doing some pro-bono work helping them advertise the league. Reply to the 10/13/2025 email from Leander Little League that has th...
task_neaoewkstztp_n_1781709394741_bz30le192__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,B_close_verify_derivability,6.15,3,high,date,Oct 17,False,medora,4,365|368|524|529,"# Verify the start time was updated to 9:00 AM on Oct 17 start_dt = event.get(""startDateTime"", """") || if start_dt.startswith(""2025-10-17T09:00""): success_accumulator.append(f""[C] Event start time correctly updated to 9:00 AM on Oct 17"") else: || # Verify the new start_time is 2025-10-17 09:00 (after 8:30 AM on Oct 17) start_time = appt_912.get(""start_time"", """")","Is this date/time implied by the prompt, current-date anchor, calendar, or source record?","I have an appointment on Friday, October 17, for some fasting blood work, but now I need to drop something off for a client that morning. I need to move the appointment just a little late..."
